participant,block_number,trial_number,choice,reward,Q1,Q2,Q3
66912a96b8dba143ceba8276,6,4,2,1,0.2202405627753553,4.1067770866592707e-4,0.005623239724358218
66912a96b8dba143ceba8276,6,5,2,0,0.2202405627753553,0.7248824238955813,0.005623239724358218
66912a96b8dba143ceba8276,6,6,1,0,0.2202405627753553,0.19950982960023983,0.005623239724358218
66912a96b8dba143ceba8276,6,7,1,1,0.0606169438607755,0.19950982960023983,0.005623239724358218
66912a96b8dba143ceba8276,6,8,1,1,0.7414530311096474,0.19950982960023983,0.005623239724358218
66912a96b8dba143ceba8276,6,9,1,0,0.9288399607156862,0.19950982960023983,0.005623239724358218
66912a96b8dba143ceba8276,6,10,2,1,0.2556451863303174,0.19950982960023983,0.005623239724358218
66912a96b8dba143ceba8276,6,11,1,1,0.2556451863303174,0.7796806043875129,0.005623239724358218
66912a96b8dba143ceba8276,6,12,2,0,0.7951307727262718,0.7796806043875129,0.005623239724358218
66912a96b8dba143ceba8276,6,13,1,0,0.7951307727262718,0.21459196610956366,0.005623239724358218
66912a96b8dba143ceba8276,6,14,2,1,0.21884432533196913,0.21459196610956366,0.005623239724358218
66912a96b8dba143ceba8276,6,15,2,1,0.21884432533196913,0.7838316699855434,0.005623239724358218
66912a96b8dba143ceba8276,6,16,2,0,0.21884432533196913,0.9405038592378945,0.005623239724358218
66912a96b8dba143ceba8276,6,17,2,1,0.21884432533196913,0.2588554482088956,0.005623239724358218
66912a96b8dba143ceba8276,6,18,2,1,0.21884432533196913,0.7960143350547664,0.005623239724358218
66912a96b8dba143ceba8276,6,19,2,1,0.21884432533196913,0.9438569015489132,0.005623239724358218
66912a96b8dba143ceba8276,6,20,2,0,0.21884432533196913,0.9845477009026513,0.005623239724358218
66912a96b8dba143ceba8276,6,21,1,0,0.21884432533196913,0.27097766150769337,0.005623239724358218
66912a96b8dba143ceba8276,6,22,2,1,0.06023265657994291,0.27097766150769337,0.005623239724358218
66912a96b8dba143ceba8276,6,23,2,1,0.06023265657994291,0.7993507391882217,0.005623239724358218
66912a96b8dba143ceba8276,6,24,2,0,0.06023265657994291,0.9447751820870129,0.005623239724358218
66912a96b8dba143ceba8276,6,25,1,1,0.06023265657994291,0.2600310469937377,0.005623239724358218
66ab330c867b56b7333c7f26,1,1,2,0,0.5,0.5,0.5
66ab330c867b56b7333c7f26,1,2,3,0,0.5,0.39355158590218775,0.5
66ab330c867b56b7333c7f26,1,3,1,0,0.5,0.39355158590218775,0.39355158590218775
66ab330c867b56b7333c7f26,1,4,2,1,0.39355158590218775,0.39355158590218775,0.39355158590218775
66ab330c867b56b7333c7f26,1,5,2,0,0.39355158590218775,0.5226625316149723,0.39355158590218775
66ab330c867b56b7333c7f26,1,6,3,1,0.39355158590218775,0.41138933561393687,0.39355158590218775
66ab330c867b56b7333c7f26,1,7,3,1,0.39355158590218775,0.41138933561393687,0.5226625316149723
66ab330c867b56b7333c7f26,1,8,3,0,0.39355158590218775,0.41138933561393687,0.6242861638095614
66ab330c867b56b7333c7f26,1,9,3,0,0.39355158590218775,0.41138933561393687,0.4913776172140834
66ab330c867b56b7333c7f26,1,10,2,1,0.39355158590218775,0.41138933561393687,0.3867648815032386
66ab330c867b56b7333c7f26,1,11,3,1,0.39355158590218775,0.536702680444028,0.3867648815032386
66ab330c867b56b7333c7f26,1,12,3,0,0.39355158590218775,0.536702680444028,0.5173206953705249
66ab330c867b56b7333c7f26,1,13,1,1,0.39355158590218775,0.536702680444028,0.40718475958425937
66ab330c867b56b7333c7f26,1,14,1,0,0.5226625316149723,0.536702680444028,0.40718475958425937
66ab330c867b56b7333c7f26,1,15,2,0,0.41138933561393687,0.536702680444028,0.40718475958425937
66ab330c867b56b7333c7f26,1,16,3,0,0.41138933561393687,0.42244038092673686,0.40718475958425937
66ab330c867b56b7333c7f26,1,17,2,0,0.41138933561393687,0.42244038092673686,0.3204964172736021
66ab330c867b56b7333c7f26,1,18,3,1,0.41138933561393687,0.3325041648330118,0.3204964172736021
66ab330c867b56b7333c7f26,1,19,3,0,0.41138933561393687,0.3325041648330118,0.49591839032129204
66ab330c867b56b7333c7f26,1,20,1,0,0.41138933561393687,0.3325041648330118,0.36612936551687525
66ab330c867b56b7333c7f26,1,21,3,1,0.3238058522484035,0.3325041648330118,0.36612936551687525
66ab330c867b56b7333c7f26,1,22,3,1,0.3238058522484035,0.3325041648330118,0.5010784145025265
66ab330c867b56b7333c7f26,1,23,3,1,0.3238058522484035,0.3325041648330118,0.6072972362969153
66ab330c867b56b7333c7f26,1,24,3,1,0.3238058522484035,0.3325041648330118,0.69090240622531085
66ab330c867b56b7333c7f26,1,25,3,0,0.3238058522484035,0.3325041648330118,0.7567082997878318
66ab330c867b56b7333c7f26,2,1,3,1,0.3238058522484035,0.3325041648330118,0.5113086617287781
66ab330c867b56b7333c7f26,2,2,3,1,0.3238058522484035,0.3325041648330118,0.6817013792405474
66ab330c867b56b7333c7f26,2,3,2,1,0.3238058522484035,0.3325041648330118,0.7494661441871429
66ab330c867b56b7333c7f26,2,4,2,1,0.3238058522484035,0.4967177567151272,0.7494661441871429
66ab330c867b56b7333c7f26,2,5,3,1,0.3238058522484035,0.5864653700619415,0.7494661441871429
66ab330c867b56b7333c7f26,2,6,1,0,0.3238058522484035,0.5864653700619415,0.8028040048019229
66ab330c867b56b7333c7f26,2,7,3,1,0.2548686159610569,0.5864653700619415,0.8028040048019229
66ab330c867b56b7333c7f26,2,8,3,0,0.2548686159610569,0.5864653700619415,0.8447864036862852
66ab330c867b56b7333c7f26,2,9,2,0,0.2548686159610569,0.5864653700619415,0.5346832714480605
66ab330c867b56b7333c7f26,2,10,1,0,0.2548686159610569,0.4616087504910889,0.5346832714480605
66ab330c867b56b7333c7f26,2,11,3,0,0.2006078992908301,0.4616087504910889,0.5346832714480605
66ab330c867b56b7333c7f26,2,12,1,1,0.2006078992908301,0.4616087504910889,0.5021165317085442
66ab330c867b56b7333c7f26,2,13,1,0,0.4737671635564842,0.4616087504910889,0.5021165317085442
66ab330c867b56b7333c7f26,2,14,3,0,0.2918546646078467,0.4616087504910889,0.5021165317085442
66ab330c867b56b7333c7f26,2,15,1,0,0.2918546646078467,0.4616087504910889,0.41194753151664143
66ab330c867b56b7333c7f26,2,16,1,1,0.22971973343615534,0.4616087504910889,0.41194753151664143
66ab330c867b56b7333c7f26,2,17,3,0,0.4787132381368764,0.4616087504910889,0.41194753151664143
66ab330c867b56b7333c7f26,2,18,1,0,0.4787132381368764,0.4616087504910889,0.3242452130752064
66ab330c867b56b7333c7f26,2,19,3,1,0.3098903578424581,0.4616087504910889,0.3242452130752064
66ab330c867b56b7333c7f26,2,20,3,0,0.3098903578424581,0.4616087504910889,0.5242669981603882
66ab330c867b56b7333c7f26,2,21,3,1,0.3098903578424581,0.4616087504910889,0.3684518658841034
66ab330c867b56b7333c7f26,2,22,1,0,0.3098903578424581,0.4616087504910889,0.5256089329242226
66ab330c867b56b7333c7f26,2,23,3,0,0.24391568404315256,0.4616087504910889,0.5256089329242226
66ab330c867b56b7333c7f26,2,24,3,0,0.24391568404315256,0.4616087504910889,0.39583927230533567
66ab330c867b56b7333c7f26,2,25,1,0,0.24391568404315256,0.4616087504910889,0.31156634855553667
66ab330c867b56b7333c7f26,3,1,3,0,0.19198681010568222,0.4616087504910889,0.31156634855553667
66ab330c867b56b7333c7f26,3,2,1,1,0.19198681010568222,0.4616087504910889,0.245234864085754
66ab330c867b56b7333c7f26,3,3,2,0,0.4627018920075596,0.4616087504910889,0.245234864085754
66ab330c867b56b7333c7f26,3,4,3,1,0.4627018920075596,0.3633337119385908,0.245234864085754
66ab330c867b56b7333c7f26,3,5,3,0,0.4627018920075596,0.3633337119385908,0.496542881578745
66ab330c867b56b7333c7f26,3,6,3,0,0.4627018920075596,0.3633337119385908,0.3195024707756482
66ab330c867b56b7333c7f26,3,7,1,1,0.4627018920075596,0.3633337119385908,0.25148140958433196
66ab330c867b56b7333c7f26,3,8,1,1,0.4996451939872101,0.3633337119385908,0.25148140958433196
66ab330c867b56b7333c7f26,3,9,2,1,0.6059843779439353,0.3633337119385908,0.25148140958433196
66ab330c867b56b7333c7f26,3,10,1,0,0.6059843779439353,0.49983082015709235,0.25148140958433196
66ab330c867b56b7333c7f26,3,11,3,1,0.4313520002628317,0.49983082015709235,0.25148140958433196
66ab330c867b56b7333c7f26,3,12,1,1,0.4313520002628317,0.49983082015709235,0.4925513697093419
66ab330c867b56b7333c7f26,3,13,3,0,0.5883231751016296,0.49983082015709235,0.4925513697093419
66ab330c867b56b7333c7f26,3,14,1,0,0.5883231751016296,0.49983082015709235,0.3233724001186489
66ab330c867b56b7333c7f26,3,15,1,0,0.43542228549141415,0.49983082015709235,0.3233724001186489
66ab330c867b56b7333c7f26,3,16,1,0,0.3644846795603006,0.49983082015709235,0.3233724001186489
66ab330c867b56b7333c7f26,3,17,2,1,0.2868870489678232,0.49983082015709235,0.3233724001186489
66ab330c867b56b7333c7f26,3,18,1,0,0.2868870489678232,0.6055652419779043,0.3233724001186489
66ab330c867b56b7333c7f26,3,19,1,0,0.22580970883646437,0.6055652419779043,0.3233724001186489
66ab330c867b56b7333c7f26,3,20,1,0,0.17773554121350094,0.6055652419779043,0.3233724001186489
66ab330c867b56b7333c7f26,3,21,1,1,0.13989621157423304,0.6055652419779043,0.3233724001186489
66ab330c867b56b7333c7f26,3,22,1,0,0.4402735609527918,0.6055652419779043,0.3233724001186489
66ab330c867b56b7333c7f26,3,23,3,1,0.2542418669314963,0.6055652419779043,0.3233724001186489
66ab330c867b56b7333c7f26,3,24,3,1,0.2542418669314963,0.6055652419779043,0.49818393233400715
66ab330c867b56b7333c7f26,3,25,1,0,0.2542418669314963,0.6055652419779043,0.5808079523596488
66ab330c867b56b7333c7f26,4,1,1,1,0.20011458057687015,0.6055652419779043,0.5808079523596488
66ab330c867b56b7333c7f26,4,2,1,0,0.45747279950784236,0.6055652419779043,0.5808079523596488
66ab330c867b56b7333c7f26,4,3,1,1,0.293837463878435,0.6055652419779043,0.5808079523596488
66ab330c867b56b7333c7f26,4,4,1,1,0.48347820963504046,0.6055652419779043,0.5808079523596488
66ab330c867b56b7333c7f26,4,5,2,1,0.561092376911289,0.6055652419779043,0.5808079523596488
66ab330c867b56b7333c7f26,4,6,1,1,0.561092376911289,0.6895391483311664,0.5808079523596488
66ab330c867b56b7333c7f26,4,7,2,0,0.6545344135052455,0.6895391483311664,0.5808079523596488
66ab330c867b56b7333c7f26,4,8,2,1,0.6545344135052455,0.5008596032268335,0.5808079523596488
66ab330c867b56b7333c7f26,4,9,1,0,0.6545344135052455,0.6400879813164211,0.5808079523596488
66ab330c867b56b7333c7f26,4,10,1,1,0.43097137235289507,0.6400879813164211,0.5808079523596488
66ab330c867b56b7333c7f26,4,11,2,1,0.6184014463668197,0.6400879813164211,0.5808079523596488
66ab330c867b56b7333c7f26,4,12,1,0,0.6184014463668197,0.7167121066757426,0.5808079523596488
66ab330c867b56b7333c7f26,4,13,1,1,0.4308458812855415,0.7167121066757426,0.5808079523596488
66ab330c867b56b7333c7f26,4,14,1,0,0.5960159415702049,0.7167121066757426,0.5808079523596488
66ab330c867b56b7333c7f26,4,15,1,0,0.4339951834232668,0.7167121066757426,0.5808079523596488
66ab330c867b56b7333c7f26,4,16,1,1,0.3692505917198108,0.7167121066757426,0.5808079523596488
66ab330c867b56b7333c7f26,4,17,2,1,0.5035351424660106,0.7167121066757426,0.5808079523596488
66ab330c867b56b7333c7f26,4,18,2,0,0.5035351424660106,0.7770231978178366,0.5808079523596488
66ab330c867b56b7333c7f26,4,19,3,1,0.5035351424660106,0.5170414151258952,0.5808079523596488
66ab330c867b56b7333c7f26,4,20,1,1,0.5035351424660106,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,4,21,1,0,0.6092309354045466,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,4,22,1,1,0.44588793533490895,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,4,23,1,1,0.5903345230764003,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,4,24,1,1,0.6775510021554698,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,4,25,1,1,0.7461993682622705,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,5,1,1,1,0.8002327143409413,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,5,2,2,0,0.8427625321912513,0.5170414151258952,0.6700526061671731
66ab330c867b56b7333c7f26,5,3,2,1,0.8427625321912513,0.48139026972196264,0.6700526061671731
66ab330c867b56b7333c7f26,5,4,2,0,0.8427625321912513,0.5900731487297319,0.6700526061671731
66ab330c867b56b7333c7f26,5,5,2,0,0.8427625321912513,0.46580816007041403,0.6700526061671731
66ab330c867b56b7333c7f26,5,6,2,1,0.8427625321912513,0.36663908253668415,0.6700526061671731
66ab330c867b56b7333c7f26,5,7,1,0,0.8427625321912513,0.5198288024650292,0.6700526061671731
66ab330c867b56b7333c7f26,5,8,1,0,0.4986117047725551,0.5198288024650292,0.6700526061671731
66ab330c867b56b7333c7f26,5,9,1,1,0.48169496012540125,0.5198288024650292,0.6700526061671731
66ab330c867b56b7333c7f26,5,10,2,1,0.6175335703547427,0.5198288024650292,0.6700526061671731
66ab330c867b56b7333c7f26,5,11,1,1,0.6175335703547427,0.6076130253758827,0.6700526061671731
66ab330c867b56b7333c7f26,5,12,1,1,0.7039370045851316,0.6076130253758827,0.6700526061671731
66ab330c867b56b7333c7f26,5,13,3,1,0.7669678761276917,0.6076130253758827,0.6700526061671731
66ab330c867b56b7333c7f26,5,14,3,0,0.7669678761276917,0.6076130253758827,0.7402973554171907
66ab330c867b56b7333c7f26,5,15,1,1,0.7669678761276917,0.6076130253758827,0.5073718017594392
66ab330c867b56b7333c7f26,5,16,1,1,0.8165796741630493,0.6076130253758827,0.5073718017594392
66ab330c867b56b7333c7f26,5,17,2,0,0.8556292773028946,0.6076130253758827,0.5073718017594392
66ab330c867b56b7333c7f26,5,18,1,1,0.8556292773028946,0.4782541379472556,0.5073718017594392
66ab330c867b56b7333c7f26,5,19,1,0,0.8863653436228895,0.4782541379472556,0.5073718017594392
66ab330c867b56b7333c7f26,5,20,3,0,0.5338255729652162,0.4782541379472556,0.5073718017594392
66ab330c867b56b7333c7f26,5,21,1,0,0.5338255729652162,0.4782541379472556,0.4586374547075184
66ab330c867b56b7333c7f26,5,22,1,0,0.49876035399686325,0.4782541379472556,0.4586374547075184
66ab330c867b56b7333c7f26,5,23,1,0,0.43222288472280257,0.4782541379472556,0.4586374547075184
66ab330c867b56b7333c7f26,5,24,1,1,0.34020400843551074,0.4782541379472556,0.4586374547075184
66ab330c867b56b7333c7f26,5,25,2,1,0.5497356379290577,0.4782541379472556,0.4586374547075184
66ab330c867b56b7333c7f26,6,1,1,1,0.5497356379290577,0.5893321781711832,0.4586374547075184
66ab330c867b56b7333c7f26,6,2,1,1,0.5962011730588102,0.5893321781711832,0.4586374547075184
66ab330c867b56b7333c7f26,6,3,1,1,0.6782602986907305,0.5893321781711832,0.4586374547075184
66ab330c867b56b7333c7f26,6,4,2,0,0.7467576586688046,0.5893321781711832,0.4586374547075184
66ab330c867b56b7333c7f26,6,5,1,1,0.7467576586688046,0.4638652255569352,0.4586374547075184
66ab330c867b56b7333c7f26,6,6,2,0,0.8006721471654814,0.4638652255569352,0.4586374547075184
66ab330c867b56b7333c7f26,6,7,3,1,0.8006721471654814,0.36510979166202573,0.4586374547075184
66ab330c867b56b7333c7f26,6,8,2,0,0.8006721471654814,0.36510979166202573,0.573891825000884
66ab330c867b56b7333c7f26,6,9,1,0,0.8006721471654814,0.28737907787662187,0.573891825000884
66ab330c867b56b7333c7f26,6,10,3,0,0.5323730029722531,0.28737907787662187,0.573891825000884
66ab330c867b56b7333c7f26,6,11,1,1,0.5323730029722531,0.28737907787662187,0.45171207486564013
66ab330c867b56b7333c7f26,6,12,2,1,0.7089383650489937,0.28737907787662187,0.45171207486564013
66ab330c867b56b7333c7f26,6,13,2,1,0.7089383650489937,0.4987341252871269,0.45171207486564013
66ab330c867b56b7333c7f26,6,14,1,1,0.7089383650489937,0.5585089632160658,0.45171207486564013
66ab330c867b56b7333c7f26,6,15,1,0,0.7709044629953087,0.5585089632160658,0.45171207486564013
66ab330c867b56b7333c7f26,6,16,1,0,0.5207888936450571,0.5585089632160658,0.45171207486564013
66ab330c867b56b7333c7f26,6,17,1,0,0.47759952359850677,0.5585089632160658,0.45171207486564013
66ab330c867b56b7333c7f26,6,18,1,1,0.3759201033158692,0.5585089632160658,0.45171207486564013
66ab330c867b56b7333c7f26,6,19,2,0,0.5656627205509005,0.5585089632160658,0.45171207486564013
66ab330c867b56b7333c7f26,6,20,2,0,0.5656627205509005,0.4396041744149679,0.45171207486564013
66ab330c867b56b7333c7f26,6,21,2,1,0.5656627205509005,0.34601384054349466,0.45171207486564013
66ab330c867b56b7333c7f26,6,22,1,1,0.5656627205509005,0.49994733980204514,0.45171207486564013
66ab330c867b56b7333c7f26,6,23,1,0,0.6133629107265354,0.49994733980204514,0.45171207486564013
66ab330c867b56b7333c7f26,6,24,2,1,0.48277989158596685,0.49994733980204514,0.45171207486564013
66ab330c867b56b7333c7f26,6,25,1,0,0.48277989158596685,0.5948350378387843,0.45171207486564013
66ab9137e5573312997df691,1,1,3,0,0.5,0.5,0.5
66ab9137e5573312997df691,1,2,1,1,0.5,0.5,0.013354286039458735
66ab9137e5573312997df691,1,3,1,1,0.9866457139605412,0.5,0.013354286039458735
66ab9137e5573312997df691,1,4,2,1,0.9996433260774547,0.5,0.013354286039458735
66ab9137e5573312997df691,1,5,1,1,0.9996433260774547,0.9866457139605412,0.013354286039458735
66ab9137e5573312997df691,1,6,2,0,0.9999904737482275,0.9866457139605412,0.013354286039458735
66ab9137e5573312997df691,1,7,3,0,0.9999904737482275,0.026351898156372178,0.013354286039458735
66ab9137e5573312997df691,1,8,1,1,0.9999904737482275,0.026351898156372178,3.566739225453154e-4
66ab9137e5573312997df691,1,9,2,0,0.9999997455673937,0.026351898156372178,3.566739225453154e-4
66ab9137e5573312997df691,1,10,1,0,0.9999997455673937,7.038215933181553e-4,3.566739225453154e-4
66ab9137e5573312997df691,1,11,3,1,0.026708565283385,7.038215933181553e-4,3.566739225453154e-4
66ab9137e5573312997df691,1,12,3,0,0.026708565283385,7.038215933181553e-4,0.973300954172855
66ab9137e5573312997df691,1,13,2,1,0.026708565283385,7.038215933181553e-4,0.025995478666433147
66ab9137e5573312997df691,1,14,2,1,0.026708565283385,0.9733102259920212,0.025995478666433147
66ab9137e5573312997df691,1,15,2,1,0.026708565283385,0.9992871542245895,0.025995478666433147
66ab9137e5573312997df691,1,16,1,0,0.026708565283385,0.999980960906021,0.025995478666433147
66ab9137e5573312997df691,1,17,3,1,7.133476635916326e-4,0.999980960906021,0.025995478666433147
66ab9137e5573312997df691,1,18,3,0,7.133476635916326e-4,0.999980960906021,0.9739857300581607
66ab9137e5573312997df691,1,19,2,1,7.133476635916326e-4,0.999980960906021,0.026013768053658237
66ab9137e5573312997df691,1,20,2,0,7.133476635916326e-4,0.9999994914929378,0.026013768053658237
66ab9137e5573312997df691,1,21,1,1,7.133476635916326e-4,0.02670855849741821,0.026013768053658237
66ab9137e5573312997df691,1,22,1,0,0.9733104804197799,0.02670855849741821,0.026013768053658237
66ab9137e5573312997df691,1,23,3,1,0.025995733098909957,0.02670855849741821,0.026013768053658237
66ab9137e5573312997df691,1,24,3,0,0.025995733098909957,0.02670855849741821,0.9739862185416235
66ab9137e5573312997df691,1,25,2,1,0.025995733098909957,0.02670855849741821,0.026013781100355626
66ab9137e5573312997df691,2,1,2,1,0.025995733098909957,0.9740047754034307,0.026013781100355626
66ab9137e5573312997df691,2,2,2,1,0.025995733098909957,0.999305704648766,0.026013781100355626
66ab9137e5573312997df691,2,3,3,1,0.025995733098909957,0.9999814563614089,0.026013781100355626
66ab9137e5573312997df691,2,4,1,0,0.025995733098909957,0.9999814563614089,0.9739862188900821
66ab9137e5573312997df691,2,5,3,0,6.943089326071506e-4,0.9999814563614089,0.9739862188900821
66ab9137e5573312997df691,2,6,2,1,6.943089326071506e-4,0.9999814563614089,0.02601378110966246
66ab9137e5573312997df691,2,7,2,0,6.943089326071506e-4,0.9999995047258454,0.02601378110966246
66ab9137e5573312997df691,2,8,3,1,6.943089326071506e-4,0.026708558850850384,0.02601378110966246
66ab9137e5573312997df691,2,9,3,1,6.943089326071506e-4,0.026708558850850384,0.9739862188903308
66ab9137e5573312997df691,2,10,3,1,6.943089326071506e-4,0.026708558850850384,0.9993052090307517
66ab9137e5573312997df691,2,11,2,0,6.943089326071506e-4,0.026708558850850384,0.9999814431241578
66ab9137e5573312997df691,2,12,3,0,6.943089326071506e-4,7.133474917877906e-4,0.9999814431241578
66ab9137e5573312997df691,2,13,1,1,6.943089326071506e-4,7.133474917877906e-4,0.026708076451214813
66ab9137e5573312997df691,2,14,1,1,0.9733099719224128,7.133474917877906e-4,0.026708076451214813
66ab9137e5573312997df691,2,15,1,1,0.9992871474387521,7.133474917877906e-4,0.026708076451214813
66ab9137e5573312997df691,2,16,3,0,0.9999809607247809,7.133474917877906e-4,0.026708076451214813
66ab9137e5573312997df691,2,17,1,1,0.9999809607247809,7.133474917877906e-4,7.133346075807439e-4
66ab9137e5573312997df691,2,18,1,0,0.9999994914880972,7.133474917877906e-4,7.133346075807439e-4
66ab9137e5573312997df691,2,19,3,0,0.02670855849728898,7.133474917877906e-4,7.133346075807439e-4
66ab9137e5573312997df691,2,20,2,1,0.02670855849728898,7.133474917877906e-4,1.9052149989909415e-5
66ab9137e5573312997df691,2,21,2,0,0.02670855849728898,0.9733104804151913,1.9052149989909415e-5
66ab9137e5573312997df691,2,22,1,0,0.02670855849728898,0.025995733098787388,1.9052149989909415e-5
66ab9137e5573312997df691,2,23,3,1,7.13347482344669e-4,0.025995733098787388,1.9052149989909415e-5
66ab9137e5573312997df691,2,24,3,0,7.13347482344669e-4,0.025995733098787388,0.9732919367768522
66ab9137e5573312997df691,2,25,2,1,7.13347482344669e-4,0.025995733098787388,0.025995237824639528
66ab9137e5573312997df691,3,1,2,0,7.13347482344669e-4,0.9739857368536864,0.025995237824639528
66ab9137e5573312997df691,3,2,3,1,7.13347482344669e-4,0.026013768235156998,0.025995237824639528
66ab9137e5573312997df691,3,3,3,1,7.13347482344669e-4,0.026013768235156998,0.9739857236256195
66ab9137e5573312997df691,3,4,3,1,7.13347482344669e-4,0.026013768235156998,0.9993051958029368
66ab9137e5573312997df691,3,5,3,1,7.13347482344669e-4,0.026013768235156998,0.9999814427708617
66ab9137e5573312997df691,3,6,2,0,7.13347482344669e-4,0.026013768235156998,0.9999995043628613
66ab9137e5573312997df691,3,7,3,1,7.13347482344669e-4,6.947906253884743e-4,0.9999995043628613
66ab9137e5573312997df691,3,8,3,1,7.13347482344669e-4,6.947906253884743e-4,0.9999999867622381
66ab9137e5573312997df691,3,9,1,0,7.13347482344669e-4,6.947906253884743e-4,0.9999999996464383
66ab9137e5573312997df691,3,10,3,0,1.9052493856523526e-5,6.947906253884743e-4,0.9999999996464383
66ab9137e5573312997df691,3,11,2,0,1.9052493856523526e-5,6.947906253884743e-4,0.0267085720694743
66ab9137e5573312997df691,3,12,3,0,1.9052493856523526e-5,1.8556866658261083e-5,0.0267085720694743
66ab9137e5573312997df691,3,13,1,0,1.9052493856523526e-5,1.8556866658261083e-5,7.133478448384176e-4
66ab9137e5573312997df691,3,14,2,0,5.088649538062438e-7,1.8556866658261083e-5,7.133478448384176e-4
66ab9137e5573312997df691,3,15,2,1,5.088649538062438e-7,4.95627457390854e-7,7.133478448384176e-4
66ab9137e5573312997df691,3,16,2,1,5.088649538062438e-7,0.9732914411585859,7.133478448384176e-4
66ab9137e5573312997df691,3,17,2,0,5.088649538062438e-7,0.9992866525084643,7.133478448384176e-4
66ab9137e5573312997df691,3,18,1,1,5.088649538062438e-7,0.02668951958481547,7.133478448384176e-4
66ab9137e5573312997df691,3,19,3,1,0.9732914415121405,0.02668951958481547,7.133478448384176e-4
66ab9137e5573312997df691,3,20,3,1,0.9732914415121405,0.02668951958481547,0.9733104804246208
66ab9137e5573312997df691,3,21,1,1,0.9732914415121405,0.02668951958481547,0.9992871610201217
66ab9137e5573312997df691,3,22,1,1,0.9992866525179072,0.02668951958481547,0.9992871610201217
66ab9137e5573312997df691,3,23,1,1,0.9999809475061502,0.02668951958481547,0.9992871610201217
66ab9137e5573312997df691,3,24,3,1,0.9999994911350464,0.02668951958481547,0.9992871610201217
66ab9137e5573312997df691,3,25,3,1,0.9999994911350464,0.02668951958481547,0.99998096108752
66ab9137e5573312997df691,4,1,2,1,0.9999994911350464,0.02668951958481547,0.9999994914977854
66ab9137e5573312997df691,4,2,3,1,0.9999994911350464,0.9740042669012128,0.9999994914977854
66ab9137e5573312997df691,4,3,2,1,0.9999994911350464,0.9740042669012128,0.9999999864186302
66ab9137e5573312997df691,4,4,1,1,0.9999994911350464,0.9993056910673961,0.9999999864186302
66ab9137e5573312997df691,4,5,2,1,0.9999999864089419,0.9993056910673961,0.9999999864186302
66ab9137e5573312997df691,4,6,3,1,0.9999999864089419,0.9999814559986697,0.9999999864186302
66ab9137e5573312997df691,4,7,1,1,0.9999999864089419,0.9999814559986697,0.9999999996372609
66ab9137e5573312997df691,4,8,2,0,0.9999999996370021,0.9999814559986697,0.9999999996372609
66ab9137e5573312997df691,4,9,1,0,0.9999999996370021,0.026708076795074642,0.9999999996372609
66ab9137e5573312997df691,4,10,3,0,0.026708572069222336,0.026708076795074642,0.9999999996372609
66ab9137e5573312997df691,4,11,2,0,0.026708572069222336,0.026708076795074642,0.02670857206922922
66ab9137e5573312997df691,4,12,2,0,0.026708572069222336,7.133346167647516e-4,0.02670857206922922
66ab9137e5573312997df691,4,13,3,1,0.026708572069222336,1.9052150235201158e-5,0.02670857206922922
66ab9137e5573312997df691,4,14,3,1,0.026708572069222336,1.9052150235201158e-5,0.9740047757659144
66ab9137e5573312997df691,4,15,3,1,0.026708572069222336,1.9052150235201158e-5,0.9993057046584475
66ab9137e5573312997df691,4,16,2,1,0.026708572069222336,1.9052150235201158e-5,0.9999814563616675
66ab9137e5573312997df691,4,17,1,1,0.026708572069222336,0.9732919367768587,0.9999814563616675
66ab9137e5573312997df691,4,18,1,0,0.9740047757659143,0.9732919367768587,0.9999814563616675
66ab9137e5573312997df691,4,19,2,0,0.026014276737364894,0.9732919367768587,0.9999814563616675
66ab9137e5573312997df691,4,20,1,1,0.026014276737364894,0.02599523782463975,0.9999814563616675
66ab9137e5573312997df691,4,21,3,0,0.9739862321278405,0.02599523782463975,0.9999814563616675
66ab9137e5573312997df691,4,22,1,1,0.9739862321278405,0.02599523782463975,0.02670807680476983
66ab9137e5573312997df691,4,23,1,1,0.9993052093843067,0.02599523782463975,0.02670807680476983
66ab9137e5573312997df691,4,24,3,1,0.9999814431336007,0.02599523782463975,0.02670807680476983
66ab9137e5573312997df691,4,25,2,1,0.9999814431336007,0.02599523782463975,0.9740047625381063
66ab9137e5573312997df691,5,1,2,0,0.9999814431336007,0.9739857236256195,0.9740047625381063
66ab9137e5573312997df691,5,2,3,0,0.9999814431336007,0.026013767881854222,0.9740047625381063
66ab9137e5573312997df691,5,3,1,0,0.9999814431336007,0.026013767881854222,0.026014276384069
66ab9137e5573312997df691,5,4,2,1,0.026708076451467,0.026013767881854222,0.026014276384069
66ab9137e5573312997df691,5,5,2,1,0.026708076451467,0.9739862185370347,0.026014276384069
66ab9137e5573312997df691,5,6,1,0,0.026708076451467,0.9993052090213156,0.026014276384069
66ab9137e5573312997df691,5,7,2,0,7.133346075874798e-4,0.9993052090213156,0.026014276384069
