participant,global_trial,block_number,trial_number,omega
60e9f29fe1f58945339696d0,138,6,13,0.6679685851752302
60e9f29fe1f58945339696d0,139,6,14,0.6633058845735764
60e9f29fe1f58945339696d0,140,6,15,0.6536645357034417
60e9f29fe1f58945339696d0,141,6,16,0.6464651047313512
60e9f29fe1f58945339696d0,142,6,17,0.6587370997918601
60e9f29fe1f58945339696d0,143,6,18,0.6319785475708648
60e9f29fe1f58945339696d0,144,6,19,0.6241542545475555
60e9f29fe1f58945339696d0,145,6,20,0.6233868918784102
60e9f29fe1f58945339696d0,146,6,21,0.6222867656750383
60e9f29fe1f58945339696d0,147,6,22,0.6222867513608905
60e9f29fe1f58945339696d0,148,6,23,0.6086072335647191
60e9f29fe1f58945339696d0,149,6,24,0.6249055961073247
60e9f29fe1f58945339696d0,150,6,25,0.6161934777613562
66912a96b8dba143ceba8276,1,1,1,0.7563148168181173
66912a96b8dba143ceba8276,2,1,2,0.7642180401933314
66912a96b8dba143ceba8276,3,1,3,0.772342971754838
66912a96b8dba143ceba8276,4,1,4,0.767739202994728
66912a96b8dba143ceba8276,5,1,5,0.7737588926214252
66912a96b8dba143ceba8276,6,1,6,0.7737588926053007
66912a96b8dba143ceba8276,7,1,7,0.7774553256750324
66912a96b8dba143ceba8276,8,1,8,0.7871515364095567
66912a96b8dba143ceba8276,9,1,9,0.7893089638474979
66912a96b8dba143ceba8276,10,1,10,0.8022612254686821
66912a96b8dba143ceba8276,11,1,11,0.8066455109576077
66912a96b8dba143ceba8276,12,1,12,0.8125370312916526
66912a96b8dba143ceba8276,13,1,13,0.8166303321612731
66912a96b8dba143ceba8276,14,1,14,0.813334767782802
66912a96b8dba143ceba8276,15,1,15,0.8096540697078957
66912a96b8dba143ceba8276,16,1,16,0.8144585653637102
66912a96b8dba143ceba8276,17,1,17,0.8196154860250916
66912a96b8dba143ceba8276,18,1,18,0.8246107168242699
66912a96b8dba143ceba8276,19,1,19,0.829373004444237
66912a96b8dba143ceba8276,20,1,20,0.8302609459264666
66912a96b8dba143ceba8276,21,1,21,0.8343412321965112
66912a96b8dba143ceba8276,22,1,22,0.8346208242920296
66912a96b8dba143ceba8276,23,1,23,0.830578974297741
66912a96b8dba143ceba8276,24,1,24,0.8180438555865771
66912a96b8dba143ceba8276,25,1,25,0.8191137925316195
66912a96b8dba143ceba8276,26,2,1,0.8212748119403386
66912a96b8dba143ceba8276,27,2,2,0.8191095799924915
66912a96b8dba143ceba8276,28,2,3,0.8179591595739113
66912a96b8dba143ceba8276,29,2,4,0.8146816926358955
66912a96b8dba143ceba8276,30,2,5,0.8120874457040186
66912a96b8dba143ceba8276,31,2,6,0.8064380738325427
66912a96b8dba143ceba8276,32,2,7,0.8032807604730027
66912a96b8dba143ceba8276,33,2,8,0.8088990558154414
66912a96b8dba143ceba8276,34,2,9,0.8082587327647603
66912a96b8dba143ceba8276,35,2,10,0.8068059420126066
66912a96b8dba143ceba8276,36,2,11,0.8085894337477691
66912a96b8dba143ceba8276,37,2,12,0.8069064565734514
66912a96b8dba143ceba8276,38,2,13,0.8025684215004679
66912a96b8dba143ceba8276,39,2,14,0.8053289321315449
66912a96b8dba143ceba8276,40,2,15,0.8010501175516771
66912a96b8dba143ceba8276,41,2,16,0.7994552985631023
66912a96b8dba143ceba8276,42,2,17,0.7959129036912914
66912a96b8dba143ceba8276,43,2,18,0.7731045210519613
66912a96b8dba143ceba8276,44,2,19,0.7622377412780065
66912a96b8dba143ceba8276,45,2,20,0.7714771983324145
66912a96b8dba143ceba8276,46,2,21,0.7530052469319586
66912a96b8dba143ceba8276,47,2,22,0.7568341585931777
66912a96b8dba143ceba8276,48,2,23,0.7580644388852569
66912a96b8dba143ceba8276,49,2,24,0.753386202714676
66912a96b8dba143ceba8276,50,2,25,0.7579945232134332
66912a96b8dba143ceba8276,51,3,1,0.7472861980209049
66912a96b8dba143ceba8276,52,3,2,0.7483395893188078
66912a96b8dba143ceba8276,53,3,3,0.7465116358591453
66912a96b8dba143ceba8276,54,3,4,0.7214403734120466
66912a96b8dba143ceba8276,55,3,5,0.7320019494317292
66912a96b8dba143ceba8276,56,3,6,0.7383837095707805
66912a96b8dba143ceba8276,57,3,7,0.7344405443980704
66912a96b8dba143ceba8276,58,3,8,0.7307495047639021
66912a96b8dba143ceba8276,59,3,9,0.7270922164705038
66912a96b8dba143ceba8276,60,3,10,0.7298321343904466
66912a96b8dba143ceba8276,61,3,11,0.7343509342165928
66912a96b8dba143ceba8276,62,3,12,0.7271786521825958
66912a96b8dba143ceba8276,63,3,13,0.7323051101013618
66912a96b8dba143ceba8276,64,3,14,0.734220597859442
66912a96b8dba143ceba8276,65,3,15,0.7482154220120686
66912a96b8dba143ceba8276,66,3,16,0.7395705815942307
66912a96b8dba143ceba8276,67,3,17,0.7217928492408263
66912a96b8dba143ceba8276,68,3,18,0.7204744818850579
66912a96b8dba143ceba8276,69,3,19,0.7186414423140511
66912a96b8dba143ceba8276,70,3,20,0.7262466540315816
66912a96b8dba143ceba8276,71,3,21,0.7300925923430721
66912a96b8dba143ceba8276,72,3,22,0.7312703224499848
66912a96b8dba143ceba8276,73,3,23,0.7024389600401127
66912a96b8dba143ceba8276,74,3,24,0.7003892923592184
66912a96b8dba143ceba8276,75,3,25,0.6963366458183421
66912a96b8dba143ceba8276,76,4,1,0.6951394452160794
66912a96b8dba143ceba8276,77,4,2,0.6629040680551905
66912a96b8dba143ceba8276,78,4,3,0.6617864218349104
66912a96b8dba143ceba8276,79,4,4,0.6618015680179469
66912a96b8dba143ceba8276,80,4,5,0.6620212859394934
66912a96b8dba143ceba8276,81,4,6,0.6601438640969811
66912a96b8dba143ceba8276,82,4,7,0.6580578065019411
66912a96b8dba143ceba8276,83,4,8,0.6734235356016367
66912a96b8dba143ceba8276,84,4,9,0.7146332426793165
66912a96b8dba143ceba8276,85,4,10,0.7252140710455467
66912a96b8dba143ceba8276,86,4,11,0.6751854478432896
66912a96b8dba143ceba8276,87,4,12,0.6351529906322002
66912a96b8dba143ceba8276,88,4,13,0.6202956885855395
66912a96b8dba143ceba8276,89,4,14,0.6460884900200892
66912a96b8dba143ceba8276,90,4,15,0.6231462299365285
66912a96b8dba143ceba8276,91,4,16,0.6157576800183429
66912a96b8dba143ceba8276,92,4,17,0.5794678134541841
66912a96b8dba143ceba8276,93,4,18,0.5614800452502091
66912a96b8dba143ceba8276,94,4,19,0.5215007173528023
66912a96b8dba143ceba8276,95,4,20,0.5337978944996022
66912a96b8dba143ceba8276,96,4,21,0.49980654247248774
66912a96b8dba143ceba8276,97,4,22,0.5081518372078768
66912a96b8dba143ceba8276,98,4,23,0.5131745965057385
66912a96b8dba143ceba8276,99,4,24,0.5165505560633312
66912a96b8dba143ceba8276,100,4,25,0.4849077559291955
66912a96b8dba143ceba8276,101,5,1,0.4754588642193945
66912a96b8dba143ceba8276,102,5,2,0.4756259935797365
66912a96b8dba143ceba8276,103,5,3,0.48492893094912476
66912a96b8dba143ceba8276,104,5,4,0.4895987887886255
66912a96b8dba143ceba8276,105,5,5,0.4913294954798698
66912a96b8dba143ceba8276,106,5,6,0.47906352250436673
66912a96b8dba143ceba8276,107,5,7,0.5050969222956582
66912a96b8dba143ceba8276,108,5,8,0.5431811944302106
66912a96b8dba143ceba8276,109,5,9,0.5283459270188183
66912a96b8dba143ceba8276,110,5,10,0.5249438913671071
66912a96b8dba143ceba8276,111,5,11,0.514745358312592
66912a96b8dba143ceba8276,112,5,12,0.47609225574005953
66912a96b8dba143ceba8276,113,5,13,0.4816922873975929
66912a96b8dba143ceba8276,114,5,14,0.5203700169945201
66912a96b8dba143ceba8276,115,5,15,0.5109287596074085
66912a96b8dba143ceba8276,116,5,16,0.47404501700403107
66912a96b8dba143ceba8276,117,5,17,0.4797280174632924
66912a96b8dba143ceba8276,118,5,18,0.5328228856149502
66912a96b8dba143ceba8276,119,5,19,0.5244621524250324
66912a96b8dba143ceba8276,120,5,20,0.5213098284416857
66912a96b8dba143ceba8276,121,5,21,0.5205981074868951
66912a96b8dba143ceba8276,122,5,22,0.5066337890693904
66912a96b8dba143ceba8276,123,5,23,0.5078814386140378
66912a96b8dba143ceba8276,124,5,24,0.5097531828938968
66912a96b8dba143ceba8276,125,5,25,0.5014313627230874
66912a96b8dba143ceba8276,126,6,1,0.48965492581422515
66912a96b8dba143ceba8276,127,6,2,0.5425729838823243
66912a96b8dba143ceba8276,128,6,3,0.6093349372506176
66912a96b8dba143ceba8276,129,6,4,0.6301310377785244
66912a96b8dba143ceba8276,130,6,5,0.5734373286592552
66912a96b8dba143ceba8276,131,6,6,0.5887288283676083
66912a96b8dba143ceba8276,132,6,7,0.5841689132530704
66912a96b8dba143ceba8276,133,6,8,0.611297106016997
66912a96b8dba143ceba8276,134,6,9,0.6169203114056538
66912a96b8dba143ceba8276,135,6,10,0.6449192292386572
66912a96b8dba143ceba8276,136,6,11,0.6547498624328408
66912a96b8dba143ceba8276,137,6,12,0.681890815860258
66912a96b8dba143ceba8276,138,6,13,0.6749296494975038
66912a96b8dba143ceba8276,139,6,14,0.6644017928286552
66912a96b8dba143ceba8276,140,6,15,0.6527129899549635
66912a96b8dba143ceba8276,141,6,16,0.6745680487386252
66912a96b8dba143ceba8276,142,6,17,0.6644191601143303
66912a96b8dba143ceba8276,143,6,18,0.6553401212317358
66912a96b8dba143ceba8276,144,6,19,0.6434454762754057
66912a96b8dba143ceba8276,145,6,20,0.6304618064239061
66912a96b8dba143ceba8276,146,6,21,0.616743628852243
66912a96b8dba143ceba8276,147,6,22,0.6167436288522256
66912a96b8dba143ceba8276,148,6,23,0.5898652523020449
66912a96b8dba143ceba8276,149,6,24,0.5775161384567854
66912a96b8dba143ceba8276,150,6,25,0.58762518745612
66ab330c867b56b7333c7f26,1,1,1,0.551002223517498
66ab330c867b56b7333c7f26,2,1,2,0.5533730355575495
66ab330c867b56b7333c7f26,3,1,3,0.5596171616659428
66ab330c867b56b7333c7f26,4,1,4,0.569303298119492
66ab330c867b56b7333c7f26,5,1,5,0.5819177212249933
66ab330c867b56b7333c7f26,6,1,6,0.581917734863572
66ab330c867b56b7333c7f26,7,1,7,0.5840775791372491
66ab330c867b56b7333c7f26,8,1,8,0.5783610216488778
66ab330c867b56b7333c7f26,9,1,9,0.5762763315043931
66ab330c867b56b7333c7f26,10,1,10,0.5815042371785467
66ab330c867b56b7333c7f26,11,1,11,0.5678650704175421
66ab330c867b56b7333c7f26,12,1,12,0.5829991582154685
66ab330c867b56b7333c7f26,13,1,13,0.5930720681191921
66ab330c867b56b7333c7f26,14,1,14,0.59613903131758506
66ab330c867b56b7333c7f26,15,1,15,0.5819806541255864
66ab330c867b56b7333c7f26,16,1,16,0.6005162166549801
66ab330c867b56b7333c7f26,17,1,17,0.5818711646885959
66ab330c867b56b7333c7f26,18,1,18,0.5693020583846453
66ab330c867b56b7333c7f26,19,1,19,0.5837863569186594
66ab330c867b56b7333c7f26,20,1,20,0.5688203728050205
66ab330c867b56b7333c7f26,21,1,21,0.548966167795506
66ab330c867b56b7333c7f26,22,1,22,0.5589425821165702
66ab330c867b56b7333c7f26,23,1,23,0.5426914944547214
66ab330c867b56b7333c7f26,24,1,24,0.5434036826500611
66ab330c867b56b7333c7f26,25,1,25,0.5465259050558173
66ab330c867b56b7333c7f26,26,2,1,0.5451461903514486
66ab330c867b56b7333c7f26,27,2,2,0.5224536331561137
66ab330c867b56b7333c7f26,28,2,3,0.5351439029935469
66ab330c867b56b7333c7f26,29,2,4,0.531412946395017
66ab330c867b56b7333c7f26,30,2,5,0.509374064118948
66ab330c867b56b7333c7f26,31,2,6,0.5078067994057158
66ab330c867b56b7333c7f26,32,2,7,0.5146267398661679
66ab330c867b56b7333c7f26,33,2,8,0.5143550134160844
66ab330c867b56b7333c7f26,34,2,9,0.5120171624305411
66ab330c867b56b7333c7f26,35,2,10,0.5098047649194225
66ab330c867b56b7333c7f26,36,2,11,0.4965332401598213
66ab330c867b56b7333c7f26,37,2,12,0.5099514611422957
66ab330c867b56b7333c7f26,38,2,13,0.5161093664277477
66ab330c867b56b7333c7f26,39,2,14,0.5043932664415385
66ab330c867b56b7333c7f26,40,2,15,0.523860653035035
66ab330c867b56b7333c7f26,41,2,16,0.5002160489820129
66ab330c867b56b7333c7f26,42,2,17,0.5131074878218409
66ab330c867b56b7333c7f26,43,2,18,0.49592877053148504
66ab330c867b56b7333c7f26,44,2,19,0.5114035310002965
66ab330c867b56b7333c7f26,45,2,20,0.5108936054310682
66ab330c867b56b7333c7f26,46,2,21,0.503813218333902
66ab330c867b56b7333c7f26,47,2,22,0.5091588010040873
66ab330c867b56b7333c7f26,48,2,23,0.508136638137442
66ab330c867b56b7333c7f26,49,2,24,0.5089495629073733
66ab330c867b56b7333c7f26,50,2,25,0.5019796995003792
66ab330c867b56b7333c7f26,51,3,1,0.483519534642418
66ab330c867b56b7333c7f26,52,3,2,0.48756940362439244
66ab330c867b56b7333c7f26,53,3,3,0.47011578390432046
66ab330c867b56b7333c7f26,54,3,4,0.45732242881058277
66ab330c867b56b7333c7f26,55,3,5,0.43741309972358083
66ab330c867b56b7333c7f26,56,3,6,0.450677892964273
66ab330c867b56b7333c7f26,57,3,7,0.4335478622401634
66ab330c867b56b7333c7f26,58,3,8,0.44946270899068647
66ab330c867b56b7333c7f26,59,3,9,0.46368114882799755
66ab330c867b56b7333c7f26,60,3,10,0.44332870507880945
66ab330c867b56b7333c7f26,61,3,11,0.46637379988364164
66ab330c867b56b7333c7f26,62,3,12,0.48179408222182624
66ab330c867b56b7333c7f26,63,3,13,0.46288717867257895
66ab330c867b56b7333c7f26,64,3,14,0.48790736784805167
66ab330c867b56b7333c7f26,65,3,15,0.4842230794199419
66ab330c867b56b7333c7f26,66,3,16,0.4757227695750663
66ab330c867b56b7333c7f26,67,3,17,0.4851821275675662
66ab330c867b56b7333c7f26,68,3,18,0.5077535098732856
66ab330c867b56b7333c7f26,69,3,19,0.4982059191215891
66ab330c867b56b7333c7f26,70,3,20,0.4976476617438986
66ab330c867b56b7333c7f26,71,3,21,0.5151512379827883
66ab330c867b56b7333c7f26,72,3,22,0.5207845819966443
66ab330c867b56b7333c7f26,73,3,23,0.5218187724223367
66ab330c867b56b7333c7f26,74,3,24,0.5124120356308602
66ab330c867b56b7333c7f26,75,3,25,0.5198622490927078
66ab330c867b56b7333c7f26,76,4,1,0.5256876326752519
66ab330c867b56b7333c7f26,77,4,2,0.5318144542172971
66ab330c867b56b7333c7f26,78,4,3,0.5205035306469719
66ab330c867b56b7333c7f26,79,4,4,0.5166955061324181
66ab330c867b56b7333c7f26,80,4,5,0.5399164703413754
66ab330c867b56b7333c7f26,81,4,6,0.5198920934653108
66ab330c867b56b7333c7f26,82,4,7,0.5355561059696954
66ab330c867b56b7333c7f26,83,4,8,0.5118881007467618
66ab330c867b56b7333c7f26,84,4,9,0.523655709709546
66ab330c867b56b7333c7f26,85,4,10,0.4921502996207852
66ab330c867b56b7333c7f26,86,4,11,0.4693972340753579
66ab330c867b56b7333c7f26,87,4,12,0.47411219405599847
66ab330c867b56b7333c7f26,88,4,13,0.468491748171865
66ab330c867b56b7333c7f26,89,4,14,0.4631671750849101
66ab330c867b56b7333c7f26,90,4,15,0.46415706213990343
66ab330c867b56b7333c7f26,91,4,16,0.47519341752310634
66ab330c867b56b7333c7f26,92,4,17,0.4918098525371147
66ab330c867b56b7333c7f26,93,4,18,0.4953668382803316
66ab330c867b56b7333c7f26,94,4,19,0.49578167858160677
66ab330c867b56b7333c7f26,95,4,20,0.5111640228702448
66ab330c867b56b7333c7f26,96,4,21,0.5399743722609991
66ab330c867b56b7333c7f26,97,4,22,0.5257054179197839
66ab330c867b56b7333c7f26,98,4,23,0.5476329733281714
66ab330c867b56b7333c7f26,99,4,24,0.5660510745316345
66ab330c867b56b7333c7f26,100,4,25,0.551664773729424
66ab330c867b56b7333c7f26,101,5,1,0.5812928251723642
66ab330c867b56b7333c7f26,102,5,2,0.5846417215079838
66ab330c867b56b7333c7f26,103,5,3,0.5966015253898485
66ab330c867b56b7333c7f26,104,5,4,0.6096825861440995
66ab330c867b56b7333c7f26,105,5,5,0.5890518795700286
66ab330c867b56b7333c7f26,106,5,6,0.5853999903541182
66ab330c867b56b7333c7f26,107,5,7,0.5910650426197196
66ab330c867b56b7333c7f26,108,5,8,0.5870895582196866
66ab330c867b56b7333c7f26,109,5,9,0.5761795659460929
66ab330c867b56b7333c7f26,110,5,10,0.5890079641899554
66ab330c867b56b7333c7f26,111,5,11,0.5683907606356202
66ab330c867b56b7333c7f26,112,5,12,0.5677838165753055
66ab330c867b56b7333c7f26,113,5,13,0.5395834600560138
66ab330c867b56b7333c7f26,114,5,14,0.55902922792434
66ab330c867b56b7333c7f26,115,5,15,0.5684100398698513
66ab330c867b56b7333c7f26,116,5,16,0.5834852087356207
66ab330c867b56b7333c7f26,117,5,17,0.5499583102444718
66ab330c867b56b7333c7f26,118,5,18,0.5300990514501468
66ab330c867b56b7333c7f26,119,5,19,0.5485815975004371
66ab330c867b56b7333c7f26,120,5,20,0.5571607920474204
66ab330c867b56b7333c7f26,121,5,21,0.560024959030756
66ab330c867b56b7333c7f26,122,5,22,0.5694858578119812
66ab330c867b56b7333c7f26,123,5,23,0.57754924990645
66ab330c867b56b7333c7f26,124,5,24,0.5717248408495076
66ab330c867b56b7333c7f26,125,5,25,0.5591288011462616
66ab330c867b56b7333c7f26,126,6,1,0.5458987369376634
66ab330c867b56b7333c7f26,127,6,2,0.5761876231374667
66ab330c867b56b7333c7f26,128,6,3,0.5803795807157669
66ab330c867b56b7333c7f26,129,6,4,0.5621158472673735
66ab330c867b56b7333c7f26,130,6,5,0.5814402128375269
66ab330c867b56b7333c7f26,131,6,6,0.5847774949734854
66ab330c867b56b7333c7f26,132,6,7,0.5835434028706236
66ab330c867b56b7333c7f26,133,6,8,0.5817265399879888
66ab330c867b56b7333c7f26,134,6,9,0.5866498144281894
66ab330c867b56b7333c7f26,135,6,10,0.5884456127746163
66ab330c867b56b7333c7f26,136,6,11,0.5784551432551617
66ab330c867b56b7333c7f26,137,6,12,0.5704503126215588
66ab330c867b56b7333c7f26,138,6,13,0.5824547411189939
66ab330c867b56b7333c7f26,139,6,14,0.5621866727370818
66ab330c867b56b7333c7f26,140,6,15,0.5472262370199634
66ab330c867b56b7333c7f26,141,6,16,0.5583792523941522
66ab330c867b56b7333c7f26,142,6,17,0.5355899223388928
66ab330c867b56b7333c7f26,143,6,18,0.5240869596967588
66ab330c867b56b7333c7f26,144,6,19,0.5155768126024264
66ab330c867b56b7333c7f26,145,6,20,0.510386099334672
66ab330c867b56b7333c7f26,146,6,21,0.5189981427330504
66ab330c867b56b7333c7f26,147,6,22,0.5189981554296209
66ab330c867b56b7333c7f26,148,6,23,0.5169316027093737
66ab330c867b56b7333c7f26,149,6,24,0.5113274740806333
66ab330c867b56b7333c7f26,150,6,25,0.5204936616928494
66ab9137e5573312997df691,1,1,1,0.6492454718381786
66ab9137e5573312997df691,2,1,2,0.6675679601392344
66ab9137e5573312997df691,3,1,3,0.6741771484764877
66ab9137e5573312997df691,4,1,4,0.6907051257076543
66ab9137e5573312997df691,5,1,5,0.6967133495080569
66ab9137e5573312997df691,6,1,6,0.6967133495082722
66ab9137e5573312997df691,7,1,7,0.7019647509134803
66ab9137e5573312997df691,8,1,8,0.6979998751671254
66ab9137e5573312997df691,9,1,9,0.6789885940833719
66ab9137e5573312997df691,10,1,10,0.6897151816291566
66ab9137e5573312997df691,11,1,11,0.7098062502468611
66ab9137e5573312997df691,12,1,12,0.7234317635188319
66ab9137e5573312997df691,13,1,13,0.7284665428255546
66ab9137e5573312997df691,14,1,14,0.7407833379896451
66ab9137e5573312997df691,15,1,15,0.7522665612010616
66ab9137e5573312997df691,16,1,16,0.7314586746497649
66ab9137e5573312997df691,17,1,17,0.7469767076706659
66ab9137e5573312997df691,18,1,18,0.7512423172343805
66ab9137e5573312997df691,19,1,19,0.761659512073744
66ab9137e5573312997df691,20,1,20,0.7714251066570337
66ab9137e5573312997df691,21,1,21,0.7531219066805837
66ab9137e5573312997df691,22,1,22,0.7663242689974126
66ab9137e5573312997df691,23,1,23,0.7699580445666605
66ab9137e5573312997df691,24,1,24,0.7674195811647574
66ab9137e5573312997df691,25,1,25,0.7700145729048955
66ab9137e5573312997df691,26,2,1,0.7700207227928223
66ab9137e5573312997df691,27,2,2,0.7643701839729045
66ab9137e5573312997df691,28,2,3,0.7967241447082573
66ab9137e5573312997df691,29,2,4,0.7940382709459061
66ab9137e5573312997df691,30,2,5,0.8126190029436847
66ab9137e5573312997df691,31,2,6,0.8025215728063116
66ab9137e5573312997df691,32,2,7,0.8042858651497417
66ab9137e5573312997df691,33,2,8,0.801645830500206
66ab9137e5573312997df691,34,2,9,0.8038634642415048
66ab9137e5573312997df691,35,2,10,0.80123224996429665
66ab9137e5573312997df691,36,2,11,0.7685949748920118
66ab9137e5573312997df691,37,2,12,0.7966238960292754
66ab9137e5573312997df691,38,2,13,0.8276129976878429
66ab9137e5573312997df691,39,2,14,0.8304417271728619
66ab9137e5573312997df691,40,2,15,0.8304423400349144
66ab9137e5573312997df691,41,2,16,0.8264822766569793
66ab9137e5573312997df691,42,2,17,0.8265444724362372
66ab9137e5573312997df691,43,2,18,0.8224724200475038
66ab9137e5573312997df691,44,2,19,0.8224724211688457
66ab9137e5573312997df691,45,2,20,0.8048447887245073
66ab9137e5573312997df691,46,2,21,0.8096527619402989
66ab9137e5573312997df691,47,2,22,0.8171973516399182
66ab9137e5573312997df691,48,2,23,0.8174804482576656
66ab9137e5573312997df691,49,2,24,0.8043173680251879
66ab9137e5573312997df691,50,2,25,0.8127568101414618
66ab9137e5573312997df691,51,3,1,0.8150558121157303
66ab9137e5573312997df691,52,3,2,0.8023902203223612
66ab9137e5573312997df691,53,3,3,0.7911236967113959
66ab9137e5573312997df691,54,3,4,0.7964206425623899
66ab9137e5573312997df691,55,3,5,0.7846193280960526
66ab9137e5573312997df691,56,3,6,0.7747551502922656
66ab9137e5573312997df691,57,3,7,0.7907844161107623
66ab9137e5573312997df691,58,3,8,0.786283552376218
66ab9137e5573312997df691,59,3,9,0.7684825145549458
66ab9137e5573312997df691,60,3,10,0.7617494474955834
66ab9137e5573312997df691,61,3,11,0.7545946033937295
66ab9137e5573312997df691,62,3,12,0.7798069838734157
66ab9137e5573312997df691,63,3,13,0.7696958756714166
66ab9137e5573312997df691,64,3,14,0.7660388113642236
66ab9137e5573312997df691,65,3,15,0.7764678813781822
66ab9137e5573312997df691,66,3,16,0.7765073502209329
66ab9137e5573312997df691,67,3,17,0.7502833559258926
66ab9137e5573312997df691,68,3,18,0.7502597899158568
66ab9137e5573312997df691,69,3,19,0.7577850306882578
66ab9137e5573312997df691,70,3,20,0.7578064331401384
66ab9137e5573312997df691,71,3,21,0.729440510569831
66ab9137e5573312997df691,72,3,22,0.6801456829294678
66ab9137e5573312997df691,73,3,23,0.6521096147783169
66ab9137e5573312997df691,74,3,24,0.6523486146224962
66ab9137e5573312997df691,75,3,25,0.5989697808031016
66ab9137e5573312997df691,76,4,1,0.6056147581140978
66ab9137e5573312997df691,77,4,2,0.6629782970324362
66ab9137e5573312997df691,78,4,3,0.6599611170468652
66ab9137e5573312997df691,79,4,4,0.6230346625752243
66ab9137e5573312997df691,80,4,5,0.5743726448315731
66ab9137e5573312997df691,81,4,6,0.5477793091955676
66ab9137e5573312997df691,82,4,7,0.5521771402436363
66ab9137e5573312997df691,83,4,8,0.5664931355551772
66ab9137e5573312997df691,84,4,9,0.5664425876937179
66ab9137e5573312997df691,85,4,10,0.5781746509286051
66ab9137e5573312997df691,86,4,11,0.5708572616434273
66ab9137e5573312997df691,87,4,12,0.5778774914979469
66ab9137e5573312997df691,88,4,13,0.5663564653154589
66ab9137e5573312997df691,89,4,14,0.5664882827647678
66ab9137e5573312997df691,90,4,15,0.6091442795010372
66ab9137e5573312997df691,91,4,16,0.6197654013317538
66ab9137e5573312997df691,92,4,17,0.5850938683508564
66ab9137e5573312997df691,93,4,18,0.5962982165750689
66ab9137e5573312997df691,94,4,19,0.6176721805058524
66ab9137e5573312997df691,95,4,20,0.617754238661935
66ab9137e5573312997df691,96,4,21,0.6280540907476464
66ab9137e5573312997df691,97,4,22,0.6338803486459599
66ab9137e5573312997df691,98,4,23,0.6435089406927678
66ab9137e5573312997df691,99,4,24,0.6135911267567875
66ab9137e5573312997df691,100,4,25,0.6466819044716137
66ab9137e5573312997df691,101,5,1,0.6466140422463531
66ab9137e5573312997df691,102,5,2,0.64670905916609
66ab9137e5573312997df691,103,5,3,0.6467498708647406
66ab9137e5573312997df691,104,5,4,0.6559221221492981
66ab9137e5573312997df691,105,5,5,0.6516792877100912
66ab9137e5573312997df691,106,5,6,0.6307811497164622
66ab9137e5573312997df691,107,5,7,0.6301486398973836
66ab9137e5573312997df691,108,5,8,0.6559611080477168
66ab9137e5573312997df691,109,5,9,0.6599221844511908
66ab9137e5573312997df691,110,5,10,0.6334121200712739
66ab9137e5573312997df691,111,5,11,0.6350874080730557
66ab9137e5573312997df691,112,5,12,0.664600051114785
66ab9137e5573312997df691,113,5,13,0.7223318071208743
66ab9137e5573312997df691,114,5,14,0.7413602207951103
66ab9137e5573312997df691,115,5,15,0.7450177911150675
66ab9137e5573312997df691,116,5,16,0.780955597270768
66ab9137e5573312997df691,117,5,17,0.780945488927397
66ab9137e5573312997df691,118,5,18,0.7778277272869003
66ab9137e5573312997df691,119,5,19,0.77185890057601
66ab9137e5573312997df691,120,5,20,0.7779285094852421
66ab9137e5573312997df691,121,5,21,0.8232067716309127
66ab9137e5573312997df691,122,5,22,0.8301828279347654
66ab9137e5573312997df691,123,5,23,0.8286889035944747
66ab9137e5573312997df691,124,5,24,0.8238323473824821
66ab9137e5573312997df691,125,5,25,0.8104713394118486
66ab9137e5573312997df691,126,6,1,0.8104712938532368
66ab9137e5573312997df691,127,6,2,0.8288321470000535
66ab9137e5573312997df691,128,6,3,0.8222899075987169
66ab9137e5573312997df691,129,6,4,0.826638871156455
66ab9137e5573312997df691,130,6,5,0.826586309953637
66ab9137e5573312997df691,131,6,6,0.8192090765266451
66ab9137e5573312997df691,132,6,7,0.8161133864345069
66ab9137e5573312997df691,133,6,8,0.8263255006424101
66ab9137e5573312997df691,134,6,9,0.8233602698002673
66ab9137e5573312997df691,135,6,10,0.8156260772581453
66ab9137e5573312997df691,136,6,11,0.8072084978938389
66ab9137e5573312997df691,137,6,12,0.8036827598555227
66ab9137e5573312997df691,138,6,13,0.8000604344658011
66ab9137e5573312997df691,139,6,14,0.7962303717814363
66ab9137e5573312997df691,140,6,15,0.8083480102836521
66ab9137e5573312997df691,141,6,16,0.799182810455834
66ab9137e5573312997df691,142,6,17,0.7953364210239874
66ab9137e5573312997df691,143,6,18,0.7912833783510245
66ab9137e5573312997df691,144,6,19,0.7871475234247608
66ab9137e5573312997df691,145,6,20,0.7759780696042581
66ab9137e5573312997df691,146,6,21,0.771307764767588
66ab9137e5573312997df691,147,6,22,0.7713077646992492
66ab9137e5573312997df691,148,6,23,0.7669581658815737
66ab9137e5573312997df691,149,6,24,0.7590355608207991
66ab9137e5573312997df691,150,6,25,0.7499274258424236
677009b08130c3028f6a8a6d,1,1,1,0.6531042589406961
677009b08130c3028f6a8a6d,2,1,2,0.6465965777263886
677009b08130c3028f6a8a6d,3,1,3,0.6587663694000845
677009b08130c3028f6a8a6d,4,1,4,0.6656371405815815
677009b08130c3028f6a8a6d,5,1,5,0.6250338100903651
677009b08130c3028f6a8a6d,6,1,6,0.6250337958504228
677009b08130c3028f6a8a6d,7,1,7,0.5960559510613234
677009b08130c3028f6a8a6d,8,1,8,0.60272456883268
